Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@Nhx353Eckp5GgDo,"RT @soniarolley: #RDC : le meeting de l opposition le 31/07 a #Lubumbashi interdit. ""Plus aucune manif jusqu a nouvel ordre"" - Maire https:…",2017-09-13 06:03:30,fr,,0.0,50.0,,Felicity Short,,1196.0,1142.0,121.0,11.0,0.0,False,,
@pilabuda,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 06:03:22,en,,0.0,17.0,,Patryk I. Labuda,"PhD candidate @IHEID Geneva, currently @Harvard_Law; internat l crim justice, trans tl justice, peacekeeping & legal history; worked DR Congo and both Sudans",4167.0,515.0,949.0,1055.0,33.0,False,,
@ChunguDariel,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 06:03:21,fr,,0.0,68.0,,Architect Dan Chungu,"Architecte Congolais /

Head of Department Engineering at Mongbwalu Gold Mining SA /

Expert en Batiment et en Travaux publiques.",473.0,618.0,154.0,136.0,0.0,False,,
@DG_Lewis,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 06:02:55,en,,0.0,17.0,,David Lewis,"Reuters Africa Special correspondent. Focusing on enterprise/investigative coverage. Previously Dakar, Abidjan, Kinshasa + Dar. All views my own. RTs just RTs.",9396.0,393.0,1598.0,7999.0,535.0,False,,
@adrienseyes,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 06:02:00,en,,0.0,17.0,,Adrien Seyes,Journaliste et editorialiste a https://t.co/v52tUzs73n - Specialiste de l Afrique Centrale - #RDC #Congo #Gabon #RCA - Compte perso - Articles et tweets populaires 👉 J AIME,6850.0,5160.0,566.0,11204.0,89.0,False,,
@direct_congo,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 05:59:48,fr,,0.0,48.0,,CongoDirect,L information de la Republique democratique du Congo en direct,18423.0,77.0,277.0,547.0,2.0,False,,
@direct_congo,RT @Kazey_Kz: @radiookapi @soniarolley Pourquoi faire Cette assemblee ? Nations unies #ONU..👉🏿 Hypocrisie . La #RDC se meurt depuis des ann…,2017-09-13 05:42:09,fr,,0.0,1.0,,CongoDirect,L information de la Republique democratique du Congo en direct,18423.0,77.0,277.0,547.0,2.0,False,,
@MosinzoPatcho,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 05:39:07,fr,,0.0,48.0,,Patcho Mosinzo,,2318.0,1615.0,117.0,70.0,6.0,False,,
@pikaps,@soniarolley @RFI Keep on digging @soniarolley let the truth set us free...,2017-09-13 05:34:58,en,,2.0,0.0,@soniarolley,pikaps,"Family Man, Father of 3 beautiful angels, Teacher/Educator, entrepreneur and Founder of Congo Job Project",8009.0,6879.0,298.0,180.0,19.0,False,,
@LUMUMBAJj,@soniarolley @AfricaTopTweet @RFI Vous me donnerez raison un jour. C est un crime d etat avec la complicite des for… https://t.co/b7QjO0cqww,2017-09-13 05:32:16,fr,,12.0,0.0,@soniarolley,Jean Jacques LUMUMBA,"Banquier-Gestionnaire des Risques financiers-economiste


ENSEMBLE, NOUS POUVONS LE FAIRE",1337.0,1387.0,3234.0,4043.0,8.0,False,,
@KapyaMbuya,"#RDC #Kasai : A 16h49, Zaida Catalan appelle sa soeur, ne peut pas parler mais est tjs en possession de son portable https://t.co/UZ65Sqjmtn",2017-09-13 05:31:13,fr,,0.0,1.0,,mbuya kapya,Aine,869.0,310.0,140.0,19.0,0.0,False,,
@janethanderson,"RT @pilabuda: latest on murder of two #UN experts in #DRC, incredible investigative reporting @soniarolley https://t.co/lespVdvx4X",2017-09-13 05:28:12,en,,0.0,2.0,,Janet H. Anderson,#Justice #Accountability #RuleofLaw #Advocacy #humanrights #democraticinclusion | @justice_hub @justicetribune @rntc @haguetalks | Rtws ≠ endorsements,18568.0,438.0,967.0,1792.0,107.0,False,,
@fontaine_itambo,RT @Luc_Gerard: progressing slowly but surely - i trust it won t go away unpunished. Even if it s through them thousands killed will get ju…,2017-09-13 05:27:40,en,,0.0,4.0,,Fontaine Itambo,,2232.0,2966.0,309.0,246.0,5.0,False,,
@fontaine_itambo,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 05:26:29,fr,,0.0,68.0,,Fontaine Itambo,,2232.0,2966.0,309.0,246.0,5.0,False,,
@rodyditend,"@soniarolley @RFI C est quoi ca encore?
Des explications svp(guet-apens)...?",2017-09-13 05:19:03,fr,,0.0,0.0,@soniarolley,rodyditend,"husband,business owner and political viewer",748.0,481.0,369.0,142.0,1.0,False,,
@Kazey_Kz,@radiookapi @soniarolley Pourquoi faire Cette assemblee ? Nations unies #ONU..👉🏿 Hypocrisie . La #RDC se meurt depuis des annees !!!!#ONU 👎🏿,2017-09-13 05:18:31,fr,,0.0,1.0,@radiookapi,Citizen Vision,"•Kz African and Proud• CitiZEN Of the WOrld• Athlete, 6ft3 •4 Languages•USE Your Energy To Believe • INTROSPECTION : 1 Race : Race humaine•Generation Consciente",7572.0,227.0,150.0,346.0,157.0,False,,
@lilyoyo77,@fullbright22 @soniarolley @ida_sawyer Totalement   !,2017-09-13 05:16:50,und,,0.0,1.0,@fullbright22,J*M*K,"observateur attentif de l evolution  politique, economique et social du Congo . entrepreneur , passionne par le Congo,l aeronautique et l exploration spatial",16188.0,8156.0,486.0,2500.0,29.0,False,,
@lilyoyo77,RT @fullbright22: @soniarolley @ida_sawyer Ce dossier est un veritable crime d etat dont les verites ne se saurons qu apres la fin de Kabil…,2017-09-13 05:16:37,fr,,0.0,1.0,,J*M*K,"observateur attentif de l evolution  politique, economique et social du Congo . entrepreneur , passionne par le Congo,l aeronautique et l exploration spatial",16188.0,8156.0,486.0,2500.0,29.0,False,,
@dede_ngoyi,@leParrainRDC @bravoactu @WamuHenriette @JBangakya @sindika_dokolo @MoniqueMukuna @luchaRDC @tresinsolent… https://t.co/ixZ4x97hyJ,2017-09-13 05:16:21,tl,,0.0,0.0,@leParrainRDC,Dede Ngoyi,Jeux #elections2016 Gouvernement & Politiques Photos Interessantes Photographie Science Actualites Technologiques Pays Technologie & Science,393.0,494.0,218.0,29.0,0.0,False,,
@CosMbala,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 05:15:11,fr,,0.0,68.0,,C Erwin Mbala,Je traite la maladie . J enseigne l ignorance . Je deteste la haine . Je chasse la misere . Je combat la dictature | @GWalumni @CongoCenter,10272.0,971.0,456.0,1695.0,28.0,False,,
@LainTina,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 05:08:38,en,,0.0,17.0,,Christine Lain,"IUCN NL, Aucun de nous ne peut se sauver seul ; il faut que nous nous perdions ensemble ou que nous nous tirions d affaire ensemble. S.",2353.0,1111.0,744.0,466.0,39.0,False,,
@abelamundala,RT @Evebazaiba: Le #MLC rejette toute eventualite du vote electronique evoque par la # CENI.@soniarolley @FideleBabala @actualitecd @realDo…,2017-09-13 05:04:59,fr,,0.0,51.0,,abel august amundala,"#RDC: president national ONG @RdcVision,  activiste de la Societe civile et coord gen du programme #CongoVisionMoise!",8671.0,5163.0,848.0,7118.0,27.0,False,,
@du_congo,"RT @TNkogolo: @soniarolley JUSQU A QUAND L ONU , CONSTATERA! DENONCERA! FERA  DES RECHERCHES !TOUS SAVONS QUE C EST LA KABILIE QUI EST A LA…",2017-09-13 04:56:32,fr,,0.0,9.0,,Champion du Congo,,5874.0,4375.0,235.0,436.0,1.0,False,,
@JeffNtumba3,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 04:47:51,fr,,0.0,68.0,,Jeff Ntumba,"DIPLOME EN DROIT, AVOCAT",2765.0,2451.0,603.0,136.0,0.0,False,,
@MwanzaNtompa1,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 04:34:22,fr,,0.0,68.0,,Felix MWANZA NTOMPA,"NOUS SOMMES UNE NATION, UN PEUPLE ET UNE FORCE ACQUISE AU CHANGEMENT",2451.0,5.0,337.0,132.0,0.0,False,,
@MbokaniJules,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 04:29:48,fr,,0.0,40.0,,jules Mbokani,Avocat,6086.0,3259.0,88.0,292.0,4.0,False,,
@PassyMubalama,RT @Jacques80985337: @soniarolley @RFI Merci @soniarolley,2017-09-13 04:23:36,fr,,0.0,1.0,,Passy Mubalama,"Human rights defender, focus on women Rights,Democracy and good governance in Eastern DRC, Executive Director",404.0,110.0,1548.0,2930.0,48.0,False,,
@AfricaOneTweet,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 04:20:25,fr,,0.0,48.0,,AfricaOneTweet🇨🇩,juriste droit social gratuit et aide juridique gratuite et comme consultant avocat gratuit Tasok Melanie Mulongo Kashama #243,2884.0,1657.0,288.0,472.0,12.0,False,,
@khutye,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 04:17:01,fr,,0.0,48.0,,Eldon Khuty,Congolese citizen and many things else :-),377.0,100.0,425.0,99.0,2.0,False,,
@yims7,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 03:56:55,fr,,0.0,22.0,,Yims Yindula Ngoy,"Tech student, former @RadioOkapi IT Officer. Proud of my people. Views are my own. RT isn t an endorsement. #Telema #RDC #DRC #Yebela #Ekoki #RipTshitshi #Beni",11253.0,4168.0,723.0,1509.0,15.0,False,,
@deldsirShabani1,@soniarolley @RFI quels sont les elements suspect qui sont a la base de cette affaire !!,2017-09-13 03:38:42,fr,,0.0,0.0,@soniarolley,del desire Shabani,,3.0,0.0,12.0,1.0,0.0,False,,
@NdayeArmel,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 03:25:01,fr,,0.0,48.0,,Armel Ndaye,"Baccalaureat en administration des affaires( ESG UQAM)Certificat en Droit ( UDEM). Entrepreneur, ma devise"" l union fait la force""",11473.0,9148.0,260.0,199.0,13.0,False,,
@NdayeArmel,RT @Kumerit: ca vaut la peine de lire pour comprendre ce qui s est et se passe au Kasai ! https://t.co/CDICoAouSw,2017-09-13 03:24:13,fr,,0.0,1.0,,Armel Ndaye,"Baccalaureat en administration des affaires( ESG UQAM)Certificat en Droit ( UDEM). Entrepreneur, ma devise"" l union fait la force""",11473.0,9148.0,260.0,199.0,13.0,False,,
@TheManInWhite17,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 03:15:10,fr,,0.0,68.0,,Article64.1_Applicat,La liberation de la RDC est ma motivation dans le combat pour la Liberte,8359.0,6484.0,499.0,412.0,3.0,False,,
@yims7,"RT @leawesterhoff: #Exclusif #RDC #Violences au #Kasai: Bunkonde, l’execution de deux experts de l’ONU @soniarolley https://t.co/sZP9f0UVDN…",2017-09-13 03:14:44,fr,,0.0,6.0,,Yims Yindula Ngoy,"Tech student, former @RadioOkapi IT Officer. Proud of my people. Views are my own. RT isn t an endorsement. #Telema #RDC #DRC #Yebela #Ekoki #RipTshitshi #Beni",11253.0,4168.0,723.0,1509.0,15.0,False,,
@to_boyi_coloni,"@soniarolley Les blancs sont les sources des conflits en Afrique, ne les ecoutes pas.",2017-09-13 03:14:20,fr,,5.0,0.0,@soniarolley,TO BOYI COLONISATION,Bisso to za lissanga politique pona ko bimissa mboka na bisso na kati ya ordre colonial oyo ekomissi  bisso ba esclave ya ba kuluna ya France na ekolo congo,12110.0,290.0,635.0,231.0,4.0,False,,
@damkup,RT @JPetitn: Je crois Kabila voulait cacher les traces du massacre des Kasaiens qu ils tuait avec le soutien d BanaMura.@EddyMwela @ntukabi…,2017-09-13 03:09:11,fr,,0.0,3.0,,Damien,good Guy from Waterloo,106491.0,38604.0,4902.0,13625.0,80.0,False,,
@JPetitn,Je crois Kabila voulait cacher les traces du massacre des Kasaiens qu ils tuait avec le soutien d BanaMura.… https://t.co/VioebiJcC0,2017-09-13 03:05:58,fr,,1.0,3.0,,Wa Bwana,Export trader & Central and West Africa Export Manager. Specialist of International Marketing &Trade. Leader of Opinion.,21558.0,1922.0,1492.0,2022.0,24.0,False,,
@bosh_roger,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 03:03:34,fr,,0.0,22.0,,Home is Congo . HIC,"Digital Strategist . NGP-Van and NationBuilder Certified .Liberalist Ex:OFA. I love the numbers,bcz they don t lie. TO GOD ALL THE GLORY",8317.0,128.0,1161.0,374.0,17.0,False,,
@bosh_roger,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 03:03:11,fr,,0.0,40.0,,Home is Congo . HIC,"Digital Strategist . NGP-Van and NationBuilder Certified .Liberalist Ex:OFA. I love the numbers,bcz they don t lie. TO GOD ALL THE GLORY",8317.0,128.0,1161.0,374.0,17.0,False,,
@damkup,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 03:01:47,fr,,0.0,48.0,,Damien,good Guy from Waterloo,106491.0,38604.0,4902.0,13625.0,80.0,False,,
@adamantis243,"@adamantis243 @KimKimuntu @RFI @PatrickMuyaya @clusakueno @direct_congo @LeCongolais @BNzimbi @soniarolley @FrancisLaloupo
Qu en pensez-vous",2017-09-13 02:48:10,fr,,0.0,0.0,@adamantis243,Nostradamus,,90.0,38.0,59.0,5.0,0.0,False,,
@Charlomertens,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 02:31:12,en,,0.0,17.0,,Charlotte Mertens,"#Unimelb Research on gender/violence, race, (post)colonialism, conflict dynamics in #DRC.",1562.0,372.0,452.0,707.0,17.0,False,,
@inSdrc,L Etat congolais via l Anr aurait donc piege les 2 experts de l ONU avant de les tuer? https://t.co/zeXiYRmN8W,2017-09-13 02:29:36,fr,,0.0,0.0,,InSight DRC,Security Sector Reform and Conflict Reduction Expert. Citizen of the world..,5613.0,3100.0,195.0,340.0,3.0,False,,
@texasinafrica,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 02:28:54,en,,0.0,17.0,,Laura Seay,Texan. @ColbyCollege political scientist. Associate Editor @monkeycageblog. Formerly @Morehouse. Researching governance in central Africa. Opinions mine. #T1D,143512.0,29148.0,298.0,25550.0,1296.0,True,,
@jfierberg1,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 02:28:27,en,,0.0,17.0,,Jennifer Fierberg,"Journalist, researcher, social worker, and Parker Police Co-Responder. Tweets mostly about #Rwanda and #DRC re: Human Rights issues.",30631.0,8802.0,1637.0,2978.0,100.0,False,,
@pesamasolo,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 02:26:39,fr,,0.0,68.0,,Pesa Masolo,Base sur la politique de la #rdc,1266.0,310.0,687.0,133.0,1.0,False,,
@AkshayaSays,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 02:26:21,en,,0.0,17.0,,Akshaya Kumar,"watching the @un for @hrw. defending human rights for all of us. not Akshay Kumar, the Bollywood actor, but also not averse to tweeting a Bollywood gif or two.",19341.0,7523.0,1915.0,5600.0,190.0,False,,
@tomperriello,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 02:24:53,en,,0.0,17.0,,Tom Perriello,"Former teacher, diplomat, & Congressman. CEO of WinVA, helping to flip VA House of Delegates to blue. Robot antagonist/UBI-skeptic.",7240.0,759.0,1067.0,57352.0,908.0,True,,
@inSdrc,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 02:23:49,en,,0.0,17.0,,InSight DRC,Security Sector Reform and Conflict Reduction Expert. Citizen of the world..,5613.0,3100.0,195.0,340.0,3.0,False,,
@jasonkstearns,"@soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https://t.co/mDKaTmBs1a",2017-09-13 02:23:03,en,,11.0,17.0,@soniarolley,Jason Stearns,"Political analyst with a focus on Central Africa and other arcadia. Director, Congo Research Group, Center on International Cooperation, NYU",3615.0,16.0,1543.0,29370.0,485.0,False,,
@soniarolley,#RDC #Kasai : Experts de l’ONU tues en RDC: un enregistrement suggere la piste d un guet-apens @RFI https://t.co/laGTTd76zC,2017-09-13 02:18:22,fr,,125.0,135.0,,Sonia Rolley,"Journaliste @RFI, Envoyee speciale permanente a Kinshasa #RDC #Burundi #Rwanda",38205.0,1044.0,1343.0,213571.0,832.0,True,,
@fmazet,Experts de l’ONU tues en #RDC: un enregistrement suggere la piste d un guet-apens. l enquete de @RFI @soniarolley https://t.co/TcBEJE1tJN,2017-09-13 02:16:21,fr,,1.0,1.0,,Francois Mazet,"#Afriquematin sur @RFI a partir de 3h30TU Ex-@Courrierinter Tweet inter pour de vrai, rugby pour me detendre, joueur @USOMC75, sang jaune et bleu",6263.0,142.0,1825.0,1703.0,60.0,False,,
@MicaelaSchwar15,"RT @Adamchalwe: #RDC: Pendant k @moise_katumbi se pavane dans les salons occidentaux pour conquerir le pouvoir, nous, nous sommes sur terra…",2017-09-13 02:15:20,fr,,0.0,21.0,,Micaela Schwartz,,1078.0,1143.0,71.0,10.0,0.0,False,,
@AchouLumbi,RT @Evebazaiba: Le #MLC rejette toute eventualite du vote electronique evoque par la # CENI.@soniarolley @FideleBabala @actualitecd @realDo…,2017-09-13 02:12:50,fr,,0.0,51.0,,Achille Lumbi,,38.0,16.0,79.0,1.0,0.0,False,,
@YanLKY,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 02:06:47,fr,,0.0,68.0,,Yan LKY Tshisekedist,,18371.0,11059.0,307.0,212.0,19.0,False,,
@tutuprince,"RT @kongo_inter: #Exclusif #RDC #Violences au #Kasai: Bunkonde, l’execution de deux experts de l’ONU @soniarolley https://t.co/H9VPs1mOj4 v…",2017-09-13 02:02:47,fr,,0.0,1.0,,Tutu  Prince,Droit de l Homme - Etat de DROIT - Management - Relations internationales & Publiques -Int economique  #RDC #RDCONGO,36172.0,20463.0,1165.0,4303.0,61.0,False,,
@michaelcdeibert,"#Exclusif #RDC #Violences au #Kasai: #Bunkonde, l’execution de deux experts de l’ONU https://t.co/9zRG96HPLo #Congo #DRC via @soniarolley",2017-09-13 01:56:16,fr,,0.0,0.0,,Michael Deibert,"Author of Haiti Will Not Perish: A Recent History (Zed Books, 2017) as well as previous books on Mexico, DR Congo & Haiti. Cuba & Paris habitue when I can.",47189.0,4.0,1435.0,3843.0,261.0,True,,
@ZV_Mulegwa,@soniarolley @Sautiyacongo @radiookapi Est ce que c est mauvais pour lui de subir le meme sort que ce qu il a admin… https://t.co/L58xYnWLF0,2017-09-13 01:43:43,fr,,0.0,0.0,@soniarolley,Zihindula Mulegwa,"Raised by an illiterate widow in Bukavu, DRC. Attended Montreat Anderson College (AA), Houghton College (BA) and Eastern Mennonite University (MA)",422.0,212.0,101.0,79.0,0.0,False,,
@mkikongi,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 01:29:23,fr,,0.0,40.0,,KIKONGI Maweti S.,Ne a Kinshasa,30702.0,2774.0,123.0,879.0,51.0,False,,
